,Title,Location,Price,Size,Listing_Type
1004,5 Bedrooms Chalet for Rent in Dhofar Salala,"Dhofar, Salala",250 OMR,5 Bedrooms Chalet for Rent in Dhofar Salala,For Rent
1005,Unfurnished Monthly in Muscat Al Khoud,"Muscat, Al Khoud",65 OMR,Unfurnished Monthly in Muscat Al Khoud,For Rent
1006,Furnished Daily in Muscat Qurm,"Muscat, Qurm",15 OMR,Furnished Daily in Muscat Qurm,For Rent
1007,115 m2 3 Bedrooms Townhouse for Rent in Muscat Al-Hail,"Muscat, Al-Hail",290 OMR,115 m2 3 Bedrooms Townhouse for Rent in Muscat Al-Hail,For Rent
1008,500 m2 5 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",35 OMR,500 m2 5 Bedrooms Villa for Rent in Dhofar Salala,For Rent
1009,100 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",7 OMR,100 m2 1 Bedroom Apartments for Rent in Dhofar Salala,For Rent
1010,1200 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",150 OMR,1200 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,For Rent
1011,Unfurnished Yearly in Muscat Al Khoud,"Muscat, Al Khoud",90 OMR,Unfurnished Yearly in Muscat Al Khoud,For Rent
1012,95 m2 1 Bedroom Apartments for Rent in Muscat Ghubrah,"Muscat, Ghubrah",550 OMR,95 m2 1 Bedroom Apartments for Rent in Muscat Ghubrah,For Rent
1013,Furnished Yearly in Muscat Al Khuwair,"Muscat, Al Khuwair",50 OMR,Furnished Yearly in Muscat Al Khuwair,For Rent
1014,100 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",20 OMR,100 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
1015,Furnished Daily in Dhofar Salala,"Dhofar, Salala",15 OMR,Furnished Daily in Dhofar Salala,For Rent
1016,1000000 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",35 OMR,1000000 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
1017,150 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",40 OMR,150 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
1018,Furnished Monthly in Muscat Al Khuwair,"Muscat, Al Khuwair",45 OMR,Furnished Monthly in Muscat Al Khuwair,For Rent
1019,Furnished Daily in Al Batinah Barka,"Al Batinah, Barka",12 OMR,Furnished Daily in Al Batinah Barka,For Rent
1020,Furnished  in Muscat Al Mawaleh,"Muscat, Al Mawaleh",100 OMR,Furnished  in Muscat Al Mawaleh,For Rent
1021,130 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",60 OMR,130 m2 4 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
1022,70 m2 1 Bedroom Apartments for Rent in Dhofar Salala,"Dhofar, Salala",50 OMR,70 m2 1 Bedroom Apartments for Rent in Dhofar Salala,For Rent
1023,83 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",50 OMR,83 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
1024,Unfurnished Monthly in Muscat Al Khoud,"Muscat, Al Khoud",110 OMR,Unfurnished Monthly in Muscat Al Khoud,For Rent
1025,Furnished Daily in Dhofar Salala,"Dhofar, Salala",25 OMR,Furnished Daily in Dhofar Salala,For Rent
1026,2 Bedrooms Chalet for Rent in Dhofar Salala,"Dhofar, Salala",70 OMR,2 Bedrooms Chalet for Rent in Dhofar Salala,For Rent
1027,Furnished Monthly in Muscat Al Mawaleh,"Muscat, Al Mawaleh",100 OMR,Furnished Monthly in Muscat Al Mawaleh,For Rent
1028,Furnished Monthly in Muscat Al Mawaleh,"Muscat, Al Mawaleh",110 OMR,Furnished Monthly in Muscat Al Mawaleh,For Rent
1029,150 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",,150 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
1030,100 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",45 OMR,100 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
1031,240 m2 4 Bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",66 OMR,240 m2 4 Bedrooms Townhouse for Rent in Dhofar Salala,For Rent
1032,Furnished Monthly in Muscat Al Maabilah,"Muscat, Al Maabilah",100 OMR,Furnished Monthly in Muscat Al Maabilah,For Rent
1033,Furnished Monthly in Muscat Al Mawaleh,"Muscat, Al Mawaleh",100 OMR,Furnished Monthly in Muscat Al Mawaleh,For Rent
1034,105 m2 2 Bedrooms Apartments for Rent in Muscat Seeb,"Muscat, Seeb",150 OMR,105 m2 2 Bedrooms Apartments for Rent in Muscat Seeb,For Rent
1035,Furnished Monthly in Muscat Al Maabilah,"Muscat, Al Maabilah",90 OMR,Furnished Monthly in Muscat Al Maabilah,For Rent
1036,Room for rent daily,"Dhofar, Salala",20 OMR,Room for rent daily,For Rent
1037,500 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",30 OMR,500 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
1038,Furnished Daily in Dhofar Salala,"Dhofar, Salala",,Furnished Daily in Dhofar Salala,For Rent
1039,Furnished Daily in Muscat Al Mawaleh,"Muscat, Al Mawaleh",40 OMR,Furnished Daily in Muscat Al Mawaleh,For Rent
1040,شقق للإيجار اليومي طاقة + بيت للإيجار اليومي,"Dhofar, Taqah",35 OMR,شقق للإيجار اليومي طاقة + بيت للإيجار اليومي,For Rent
1041,Furnished Daily in Dhofar Salala,"Dhofar, Salala",35 OMR,Furnished Daily in Dhofar Salala,For Rent
1042,2 Bedrooms Chalet for Rent in Al Batinah Barka,"Al Batinah, Barka",50 OMR,2 Bedrooms Chalet for Rent in Al Batinah Barka,For Rent
1043,2 Bedrooms Chalet for Rent in Al Batinah Barka,"Al Batinah, Barka",60 OMR,2 Bedrooms Chalet for Rent in Al Batinah Barka,For Rent
1044,26 m2 1 Bedroom Apartments for Rent in Muscat Al Mawaleh,"Muscat, Al Mawaleh",10 OMR,26 m2 1 Bedroom Apartments for Rent in Muscat Al Mawaleh,For Rent
1045,محل للإيجار حي التضامن Shop for rent,"Muscat, Al Maabilah",100 OMR,محل للإيجار حي التضامن Shop for rent,For Rent
1046,Furnished Daily in Muscat Ghubrah,"Muscat, Ghubrah",27 OMR,Furnished Daily in Muscat Ghubrah,For Rent
1047,50 m2 2 Bedrooms Apartments for Rent in Buraimi Al Buraimi,"Buraimi, Al Buraimi",50 OMR,50 m2 2 Bedrooms Apartments for Rent in Buraimi Al Buraimi,For Rent
1048,Furnished Monthly in Muscat Qurm,"Muscat, Qurm",135 OMR,Furnished Monthly in Muscat Qurm,For Rent
1049,180 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",35 OMR,180 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
1050,70 m2 Studio Apartments for Rent in Dhofar Salala,"Dhofar, Salala",55 OMR,70 m2 Studio Apartments for Rent in Dhofar Salala,For Rent
1051,380 m2 4 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",,380 m2 4 Bedrooms Villa for Rent in Dhofar Salala,For Rent
1052,3 Bedrooms Chalet for Rent in Al Dakhiliya Other,"Al Dakhiliya, Other","100,000 OMR",3 Bedrooms Chalet for Rent in Al Dakhiliya Other,For Rent
1053,260 m2 3 Bedrooms Villa for Rent in Al Dakhiliya Nizwa,"Al Dakhiliya, Nizwa",180 OMR,260 m2 3 Bedrooms Villa for Rent in Al Dakhiliya Nizwa,For Rent
1054,3 Bedrooms Chalet for Rent in Al Batinah Al Rumais,"Al Batinah, Al Rumais",30 OMR,3 Bedrooms Chalet for Rent in Al Batinah Al Rumais,For Rent
1055,Furnished Daily in Muscat Al Mawaleh,"Muscat, Al Mawaleh",15 OMR,Furnished Daily in Muscat Al Mawaleh,For Rent
1056,200 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",25 OMR,200 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
1057,120 m2 4 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",65 OMR,120 m2 4 Bedrooms Villa for Rent in Dhofar Salala,For Rent
1058,300 m2 4 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",120 OMR,300 m2 4 Bedrooms Villa for Rent in Dhofar Salala,For Rent
1059,89 m2 2 Bedrooms Apartments for Rent in Dhofar Mirbat,"Dhofar, Mirbat",40 OMR,89 m2 2 Bedrooms Apartments for Rent in Dhofar Mirbat,For Rent
1060,50 m2 2 Bedrooms Apartments for Rent in Muscat Al Khoud,"Muscat, Al Khoud",150 OMR,50 m2 2 Bedrooms Apartments for Rent in Muscat Al Khoud,For Rent
1061,New building with Furnished Apartments Prime location in Al Wadi Salalah,"Dhofar, Salala",30 OMR,New building with Furnished Apartments Prime location in Al Wadi Salalah,For Rent
1062,ground floors,"Dhofar, Salala",30 OMR,ground floors,For Rent
1063,Furnished Monthly in Muscat Al Khoud,"Muscat, Al Khoud",80 OMR,Furnished Monthly in Muscat Al Khoud,For Rent
1064,استراحه في اتين,"Dhofar, Salala",85 OMR,استراحه في اتين,For Rent
1065,Unfurnished Yearly in Muscat Al Khoud,"Muscat, Al Khoud",160 OMR,Unfurnished Yearly in Muscat Al Khoud,For Rent
1066,350 m2 4 Bedrooms Apartments for Rent in Muscat Azaiba,"Muscat, Azaiba","1,250 OMR",350 m2 4 Bedrooms Apartments for Rent in Muscat Azaiba,For Rent
1067,420 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",11 OMR,420 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,For Rent
1068,مقهى شبه جاهز للإيجار بالسويق وتجهيزات حديثة حسب اشتراطات البلدية A semi-finished café for rent in S,"Al Batinah, Suwaiq",100 OMR,مقهى شبه جاهز للإيجار بالسويق وتجهيزات حديثة حسب اشتراطات البلدية A semi-finished café for rent in S,For Rent
1069,350 m2 3 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",25 OMR,350 m2 3 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,For Rent
1070,150 m2 More than 6 bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",150 OMR,150 m2 More than 6 bedrooms Apartments for Rent in Dhofar Salala,For Rent
1071,111 m2 3 Bedrooms Townhouse for Rent in Muscat Seeb,"Muscat, Seeb","72,000 OMR",111 m2 3 Bedrooms Townhouse for Rent in Muscat Seeb,For Rent
1072,100 m2 3 Bedrooms Apartments for Rent in Muscat Ghubrah,"Muscat, Ghubrah",220 OMR,100 m2 3 Bedrooms Apartments for Rent in Muscat Ghubrah,For Rent
1073,3 Bedrooms Chalet for Rent in Al Batinah Barka,"Al Batinah, Barka",30 OMR,3 Bedrooms Chalet for Rent in Al Batinah Barka,For Rent
1074,500 m2 More than 6 bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",20 OMR,500 m2 More than 6 bedrooms Apartments for Rent in Dhofar Salala,For Rent
1075,100 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",50 OMR,100 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
1076,2 Bedrooms Chalet for Rent in Al Batinah Barka,"Al Batinah, Barka",50 OMR,2 Bedrooms Chalet for Rent in Al Batinah Barka,For Rent
1077,3 Bedrooms Chalet for Rent in Al Batinah Barka,"Al Batinah, Barka",50 OMR,3 Bedrooms Chalet for Rent in Al Batinah Barka,For Rent
1078,750 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",28 OMR,750 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
1079,3BHK flat for rent/   وصالة للايجارشقة ثلاث غرف,"Muscat, Ruwi",160 OMR,3BHK flat for rent/   وصالة للايجارشقة ثلاث غرف,For Rent
1080,222 m2 2 Bedrooms Apartments for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",1 OMR,222 m2 2 Bedrooms Apartments for Rent in Al Sharqiya Ja'alan Bani Bu Ali,For Rent
1081,Furnished Daily in Al Dakhiliya Nizwa,"Al Dakhiliya, Nizwa",7 OMR,Furnished Daily in Al Dakhiliya Nizwa,For Rent
1082,280 m2 More than 6 bedrooms Townhouse for Rent in Dhofar Salala,"Dhofar, Salala",140 OMR,280 m2 More than 6 bedrooms Townhouse for Rent in Dhofar Salala,For Rent
1083,50 m2 2 Bedrooms Apartments for Rent in Al Dakhiliya Nizwa,"Al Dakhiliya, Nizwa",10 OMR,50 m2 2 Bedrooms Apartments for Rent in Al Dakhiliya Nizwa,For Rent
1084,100 m2 3 Bedrooms Apartments for Rent in Muscat Qurm,"Muscat, Qurm",250 OMR,100 m2 3 Bedrooms Apartments for Rent in Muscat Qurm,For Rent
1085,Unfurnished Monthly in Muscat Qurm,"Muscat, Qurm",100 OMR,Unfurnished Monthly in Muscat Qurm,For Rent
1086,Furnished Daily in Dhofar Salala,"Dhofar, Salala",30 OMR,Furnished Daily in Dhofar Salala,For Rent
1087,Furnished Weekly in Muscat Al Maabilah,"Muscat, Al Maabilah",10 OMR,Furnished Weekly in Muscat Al Maabilah,For Rent
1088,Room for Rent,"Muscat, Ghala",100 OMR,Room for Rent,For Rent
1089,2 Bedrooms Chalet for Rent in Al Batinah Barka,"Al Batinah, Barka",50 OMR,2 Bedrooms Chalet for Rent in Al Batinah Barka,For Rent
1090,بناية مكونه من فيلا واربع شقق في العامرات المرحله الثانيه,"Muscat, Amerat","1,500 OMR",بناية مكونه من فيلا واربع شقق في العامرات المرحله الثانيه,For Rent
1091,4 Bedrooms Chalet for Rent in Al Sharqiya Ibra,"Al Sharqiya, Ibra",35 OMR,4 Bedrooms Chalet for Rent in Al Sharqiya Ibra,For Rent
1092,Furnished Daily in Dhofar Salala,"Dhofar, Salala",40 OMR,Furnished Daily in Dhofar Salala,For Rent
1093,100 m2 2 Bedrooms Apartments for Rent in Muscat Al Maabilah,"Muscat, Al Maabilah",17 OMR,100 m2 2 Bedrooms Apartments for Rent in Muscat Al Maabilah,For Rent
1094,Darsit windfalls flat 3 beads 2 bathroom 1 kitchen شقه جميله غرفتين ومجلس و2 دورات,"Muscat, Darsait",165 OMR,Darsit windfalls flat 3 beads 2 bathroom 1 kitchen شقه جميله غرفتين ومجلس و2 دورات,For Rent
1095,82 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",35 OMR,82 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
1096,Furnished Daily in Muscat Al Khoud,"Muscat, Al Khoud",8 OMR,Furnished Daily in Muscat Al Khoud,For Rent
1097,300 m2 4 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",70 OMR,300 m2 4 Bedrooms Villa for Rent in Dhofar Salala,For Rent
1098,150 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",20 OMR,150 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
1099,"مركز تجاري للايجار 3 طوابق 950 متر   Commercial center for rent, 3 floors, 950 square meters","Muscat, Ruwi","1,200 OMR","مركز تجاري للايجار 3 طوابق 950 متر   Commercial center for rent, 3 floors, 950 square meters",For Rent
1100,daily bess  appointment for rent 2 room 1 washroom 1 kitchen,"Dhofar, Salala",25 OMR,daily bess  appointment for rent 2 room 1 washroom 1 kitchen,For Rent
1101,90 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",25 OMR,90 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
1102,450 m2 5 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",130 OMR,450 m2 5 Bedrooms Villa for Rent in Dhofar Salala,For Rent
1103,555 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",25 OMR,555 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
1104,250 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",25 OMR,250 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
1105,100 m2 2 Bedrooms Apartments for Rent in Muscat Seeb,"Muscat, Seeb",165 OMR,100 m2 2 Bedrooms Apartments for Rent in Muscat Seeb,For Rent
1106,Furnished Daily in Muscat Al Khuwair,"Muscat, Al Khuwair",10 OMR,Furnished Daily in Muscat Al Khuwair,For Rent
1107,113 m2 2 Bedrooms Apartments for Rent in Dhofar Other,"Dhofar, Other",40 OMR,113 m2 2 Bedrooms Apartments for Rent in Dhofar Other,For Rent
1108,1 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",35 OMR,1 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
1109,110 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",25 OMR,110 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
1110,110 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",25 OMR,110 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
1111,150 m2 Studio Apartments for Rent in Dhofar Salala,"Dhofar, Salala",30 OMR,150 m2 Studio Apartments for Rent in Dhofar Salala,For Rent
1112,135 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",1 OMR,135 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
1113,Unfurnished Yearly in Muscat Ghubrah,"Muscat, Ghubrah",110 OMR,Unfurnished Yearly in Muscat Ghubrah,For Rent
1114,100 m2 1 Bedroom Apartments for Rent in Al Batinah Sohar,"Al Batinah, Sohar",10 OMR,100 m2 1 Bedroom Apartments for Rent in Al Batinah Sohar,For Rent
1115,3 Bedrooms Chalet for Rent in Al Dakhiliya Nizwa,"Al Dakhiliya, Nizwa",60 OMR,3 Bedrooms Chalet for Rent in Al Dakhiliya Nizwa,For Rent
1116,60 m2 1 Bedroom Apartments for Rent in Dhofar Taqah,"Dhofar, Taqah",45 OMR,60 m2 1 Bedroom Apartments for Rent in Dhofar Taqah,For Rent
1117,1 m2 Studio Apartments for Rent in Dhofar Salala,"Dhofar, Salala",25 OMR,1 m2 Studio Apartments for Rent in Dhofar Salala,For Rent
1118,Furnished Monthly in Muscat Al Mawaleh,"Muscat, Al Mawaleh",45 OMR,Furnished Monthly in Muscat Al Mawaleh,For Rent
1119,85 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",1 OMR,85 m2 More than 6 bedrooms Villa for Rent in Dhofar Salala,For Rent
1120,120000 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",35 OMR,120000 m2 3 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
1121,3 Bedrooms Chalet for Rent in Dhofar Salala,"Dhofar, Salala",,3 Bedrooms Chalet for Rent in Dhofar Salala,For Rent
1122,10 m2 Studio Apartments for Rent in Muscat Amerat,"Muscat, Amerat",7 OMR,10 m2 Studio Apartments for Rent in Muscat Amerat,For Rent
1123,near hypermarket,"Dhofar, Salala",16 OMR,near hypermarket,For Rent
1124,للإيجار مكتب  تجاري واجهة على شارع مزون - معرض ب مساحة مفتوحة بالقرب من المحكمة وامام مختبر الصحة,"Muscat, Al Khoud",600 OMR,للإيجار مكتب  تجاري واجهة على شارع مزون - معرض ب مساحة مفتوحة بالقرب من المحكمة وامام مختبر الصحة,For Rent
1125,95 m2 2 Bedrooms Apartments for Rent in Muscat Ghala,"Muscat, Ghala",25 OMR,95 m2 2 Bedrooms Apartments for Rent in Muscat Ghala,For Rent
1126,1 m2 2 Bedrooms Apartments for Rent in Muscat Al Mawaleh,"Muscat, Al Mawaleh",15 OMR,1 m2 2 Bedrooms Apartments for Rent in Muscat Al Mawaleh,For Rent
1127,300 m2 5 Bedrooms Villa for Rent in Dhofar Salala,"Dhofar, Salala",140 OMR,300 m2 5 Bedrooms Villa for Rent in Dhofar Salala,For Rent
1128,3 plus 1 BHK Brand New Villa with Private Pool in Al Muna PPV283,"Muscat, Bosher",950 OMR,3 plus 1 BHK Brand New Villa with Private Pool in Al Muna PPV283,For Rent
1129,Furnished Daily in Al Dakhiliya Nizwa,"Al Dakhiliya, Nizwa",10 OMR,Furnished Daily in Al Dakhiliya Nizwa,For Rent
1130,Furnished Monthly in Muscat Al Khoud,"Muscat, Al Khoud",70 OMR,Furnished Monthly in Muscat Al Khoud,For Rent
1131,Furnished Monthly in Muscat Al-Hail,"Muscat, Al-Hail",5 OMR,Furnished Monthly in Muscat Al-Hail,For Rent
1132,222 m2 3 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,"Al Sharqiya, Ja'alan Bani Bu Ali",30 OMR,222 m2 3 Bedrooms Townhouse for Rent in Al Sharqiya Ja'alan Bani Bu Ali,For Rent
1133,معرض تجاري للايجار,"Dhofar, Salala",700 OMR,معرض تجاري للايجار,For Rent
1134,100 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,"Dhofar, Salala",20 OMR,100 m2 2 Bedrooms Apartments for Rent in Dhofar Salala,For Rent
1135,54 m2 Studio Apartments for Rent in Muscat Bosher,"Muscat, Bosher",20 OMR,54 m2 Studio Apartments for Rent in Muscat Bosher,For Rent
1136,Furnished Daily in Dhofar Salala,"Dhofar, Salala",12 OMR,Furnished Daily in Dhofar Salala,For Rent
1137,4 Bedrooms Chalet for Rent in Al Batinah Barka,"Al Batinah, Barka",85 OMR,4 Bedrooms Chalet for Rent in Al Batinah Barka,For Rent
1138,1 Bedroom Chalet for Rent in Al Batinah Al Masnaah,"Al Batinah, Al Masnaah",75 OMR,1 Bedroom Chalet for Rent in Al Batinah Al Masnaah,For Rent
1139,3 Bedrooms Chalet for Rent in Muscat Seeb,"Muscat, Seeb",90 OMR,3 Bedrooms Chalet for Rent in Muscat Seeb,For Rent
1140,Studio Chalet for Rent in Al Batinah Al Masnaah,"Al Batinah, Al Masnaah",75 OMR,Studio Chalet for Rent in Al Batinah Al Masnaah,For Rent
1141,100 m2 2 Bedrooms Apartments for Rent in Muscat Bosher,"Muscat, Bosher",25 OMR,100 m2 2 Bedrooms Apartments for Rent in Muscat Bosher,For Rent
1142,70 m2 1 Bedroom Apartments for Rent in Muscat Al Khuwair,"Muscat, Al Khuwair",18 OMR,70 m2 1 Bedroom Apartments for Rent in Muscat Al Khuwair,For Rent
1143,450 m2 More than 6 bedrooms Villa for Rent in Dhofar Other,"Dhofar, Other",140 OMR,450 m2 More than 6 bedrooms Villa for Rent in Dhofar Other,For Rent
1144,Furnished Daily in Dhofar Salala,"Dhofar, Salala",1 OMR,Furnished Daily in Dhofar Salala,For Rent
1145,30 m2 2 Bedrooms Apartments for Rent in Muscat Ansab,"Muscat, Ansab",260 OMR,30 m2 2 Bedrooms Apartments for Rent in Muscat Ansab,For Rent
